City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
453,Dunedin,NZ,-45.8742,170.5036,40.8,80,100,5.99,overcast clouds
454,Biak,ID,-0.9131,122.8766,76.5,85,97,2.21,overcast clouds
455,Dudinka,RU,69.4058,86.1778,61.63,50,93,9.31,overcast clouds
456,Ixtapa,MX,20.7,-105.2,76.23,89,100,3.0,overcast clouds
457,Nelson Bay,AU,-32.7167,152.15,59.11,77,19,5.99,few clouds
458,Pozo Colorado,PY,-23.4923,-58.7972,60.64,98,100,4.09,overcast clouds
459,Kasempa,ZM,-13.4584,25.8338,79.57,21,0,7.85,clear sky
460,Swellendam,ZA,-34.0226,20.4417,66.18,54,0,3.65,clear sky
461,Kalmunai,LK,7.4167,81.8167,91.58,45,95,3.4,overcast clouds
462,Roshchino,RU,60.2519,29.6085,65.14,53,20,14.32,few clouds
463,Lardos,GR,36.0942,28.0157,84.02,61,0,3.06,clear sky
464,Hovd,MN,48.0056,91.6419,77.04,23,22,11.74,few clouds
465,Berlevag,NO,70.8578,29.0864,50.0,87,100,21.85,overcast clouds
466,Huarmey,PE,-10.0681,-78.1522,61.29,89,93,7.7,overcast clouds
467,Boende,CD,-0.2167,20.8667,91.11,44,86,4.0,overcast clouds
468,Zaysan,KZ,47.4667,84.8667,81.21,28,79,7.02,broken clouds
469,Abilene,US,32.4487,-99.7331,80.82,56,0,10.36,clear sky
470,Stromness,GB,58.965,-3.296,57.87,85,96,18.01,overcast clouds
471,Beloha,MG,-25.1667,45.05,79.88,39,0,10.13,clear sky
472,Tommot,RU,58.9564,126.2925,61.52,83,95,6.33,overcast clouds
473,Nantucket,US,41.2835,-70.0995,79.0,94,75,11.5,broken clouds
474,Chapleau,CA,47.8405,-83.4034,52.27,70,84,8.03,broken clouds
475,West Wendover,US,40.7391,-114.0733,61.81,82,0,3.44,clear sky
476,Havre-Saint-Pierre,CA,50.2334,-63.5986,61.16,88,100,5.75,overcast clouds
477,Kayankulam,IN,9.1833,76.5,83.97,83,97,12.86,overcast clouds
478,Santa Cruz Del Sur,CU,20.7147,-77.9956,76.77,89,35,12.12,scattered clouds
479,Brae,GB,60.3964,-1.353,55.83,84,99,13.22,overcast clouds
480,Malmesbury,ZA,-33.4608,18.7271,62.78,61,2,14.45,clear sky
481,Hamza,UZ,40.4264,71.4956,102.54,13,0,9.95,clear sky
482,Logan,US,41.7355,-111.8344,62.2,92,0,1.01,clear sky
483,Chara,RU,56.9064,118.2631,58.03,64,91,4.94,overcast clouds
484,Cuiluan,CN,47.72,128.648,66.42,99,100,1.92,moderate rain
485,Hami,CN,42.8,93.45,100.06,12,86,2.59,overcast clouds
486,Thinadhoo,MV,0.5333,72.9333,82.26,74,100,5.86,overcast clouds
487,Oromocto,CA,45.8351,-66.4792,70.3,100,100,5.75,overcast clouds
488,Locri,IT,38.2414,16.2623,92.32,42,0,5.53,clear sky
489,Spearfish,US,44.4908,-103.8594,56.12,89,100,9.22,overcast clouds
490,Birao,CF,10.2849,22.7882,76.89,85,100,4.36,overcast clouds
491,Arman,RU,59.7,150.1667,52.29,90,3,3.11,clear sky
492,Turukhansk,RU,65.8167,87.9833,68.43,44,40,15.21,scattered clouds
493,Shakhtinsk,KZ,49.71,72.5872,81.7,24,32,14.0,scattered clouds
494,Abu Samrah,SY,35.3029,37.1841,97.48,15,0,20.96,clear sky
495,Lac Du Bonnet,CA,50.2536,-96.0612,49.86,81,100,2.24,overcast clouds
496,Prabumulih,ID,-3.45,104.25,79.61,74,6,2.91,clear sky
497,Saint Augustine,US,29.8947,-81.3145,78.04,99,16,3.89,few clouds
498,Zaraza,VE,9.3503,-65.3245,73.51,91,1,2.13,clear sky
499,Eureka,US,40.8021,-124.1637,62.2,91,56,1.01,broken clouds
500,Resavica,RS,44.0408,21.5816,84.22,42,21,8.12,few clouds
501,Sao Filipe,CV,14.8961,-24.4956,79.74,81,82,2.68,broken clouds
502,Russell,US,32.3502,-85.1999,74.43,100,0,0.0,clear sky
503,Mawlaik,MM,23.6333,94.4167,81.52,95,98,0.83,overcast clouds
504,Malindi,KE,-3.2175,40.1191,78.89,62,56,17.85,broken clouds
505,Bahir Dar,ET,11.5936,37.3908,62.82,88,100,0.74,light rain
506,Mezen,RU,65.8522,44.24,61.61,82,64,10.58,broken clouds
507,Vila Franca Do Campo,PT,37.7167,-25.4333,75.61,73,25,5.66,scattered clouds
508,Salvador,SV,13.8333,-88.9167,67.05,97,78,3.24,broken clouds
509,Yankton,US,42.8711,-97.3973,66.11,100,100,8.05,overcast clouds
510,Denia,ES,38.8408,0.1057,94.55,57,0,13.0,clear sky
511,Conde,BR,-7.2597,-34.9075,71.06,100,75,9.22,broken clouds
512,Puerto Colombia,CO,10.9878,-74.9547,77.09,88,98,7.18,overcast clouds
513,Auki,SB,-8.7676,160.7034,77.31,87,98,5.64,overcast clouds
514,Tucuma,BR,-0.1833,-50.05,79.45,79,95,5.19,overcast clouds
515,Maragogi,BR,-9.0122,-35.2225,75.72,83,81,13.44,broken clouds
516,Saint-Louis,SN,16.3333,-15.0,90.54,52,17,9.91,few clouds
517,Christchurch,NZ,-43.5333,172.6333,41.92,85,100,10.36,overcast clouds
518,Bukan,IR,36.521,46.2089,100.22,12,0,24.14,clear sky
519,Morehead,US,37.2711,-87.1764,72.79,97,0,0.0,clear sky
520,Atagay,RU,55.1033,99.3875,67.78,51,96,3.76,overcast clouds
521,Owando,CG,-0.4819,15.8999,96.66,31,86,3.91,overcast clouds
522,Miracema Do Tocantins,BR,-9.5618,-48.3967,81.91,38,29,6.87,scattered clouds
523,Novobirilyussy,RU,56.9514,90.6661,73.98,47,65,1.05,broken clouds
524,Darhan,MN,49.4867,105.9228,67.48,54,10,6.08,clear sky
525,Laguna,US,38.421,-121.4238,67.96,80,0,8.05,clear sky
526,Mahibadhoo,MV,3.7833,72.9667,82.49,75,97,13.15,overcast clouds
527,Aksarka,RU,66.5606,67.7975,84.78,40,64,12.68,broken clouds
528,Solwezi,ZM,-12.1688,26.3894,79.59,22,1,7.49,clear sky
529,Acarau,BR,-2.8856,-40.12,79.02,75,8,16.73,clear sky
530,Chapais,CA,49.7834,-74.8492,53.38,85,72,10.27,broken clouds
531,Talaya,RU,61.3833,152.75,63.5,68,66,4.83,broken clouds
532,Oussouye,SN,12.485,-16.5469,84.38,77,100,4.72,moderate rain
533,Ocos,GT,14.5094,-92.1933,73.58,85,100,12.19,overcast clouds
534,Omsukchan,RU,62.5333,155.8,59.0,82,94,4.38,overcast clouds
535,Santa Cruz,BO,-17.8,-63.1667,69.85,94,100,5.75,mist
536,Peniche,PT,39.3558,-9.3811,78.08,69,9,9.06,clear sky
537,Lujan,AR,-34.5703,-59.105,51.94,99,88,7.83,overcast clouds
538,Manokwari,ID,-0.8667,134.0833,80.49,73,100,4.03,overcast clouds
539,Kurilsk,RU,45.2333,147.8833,56.26,91,100,9.35,overcast clouds
540,Marienburg,PL,54.0359,19.0266,75.85,36,86,6.71,overcast clouds
541,Morki,RU,56.4303,48.9947,83.89,39,14,3.6,few clouds
542,Gogrial,SS,8.5332,28.1004,86.72,54,85,11.52,overcast clouds
543,Jacareacanga,BR,-6.2222,-57.7528,76.98,71,87,1.07,overcast clouds
544,Sechura,PE,-5.5569,-80.8222,61.81,83,38,9.31,scattered clouds
545,Pahrump,US,36.2083,-115.9839,80.65,44,0,2.59,clear sky
546,Villa Rica,US,33.7321,-84.9191,70.68,94,81,0.13,broken clouds
547,Safford,US,32.834,-109.7076,77.92,69,20,4.61,few clouds
548,Zary,PL,51.6421,15.1373,77.34,43,11,3.0,few clouds
549,Ossora,RU,59.2353,163.0719,58.41,91,86,1.21,overcast clouds
550,Rafai,CF,4.95,23.9167,83.59,61,100,5.35,light rain
551,Kavaratti,IN,10.5669,72.642,80.44,85,100,22.53,overcast clouds
552,Sinnamary,GF,5.3833,-52.95,78.49,81,41,7.49,scattered clouds
553,Zhigansk,RU,66.7697,123.3711,54.16,99,100,5.21,light rain
554,Saba,HN,15.4667,-86.25,66.63,97,69,2.46,broken clouds
555,Bestobe,KZ,52.4994,73.0975,70.43,60,90,16.13,light rain
556,Humboldt,US,40.6665,-123.9178,53.67,97,22,1.3,few clouds
557,Madhupur,IN,24.25,86.65,87.01,68,81,11.03,broken clouds
558,Douglas,US,41.3,-96.167,77.88,84,40,0.0,scattered clouds
559,Santa Isabel Do Para,BR,-1.2986,-48.1606,80.42,69,54,5.3,broken clouds
560,Mindelo,CV,16.8901,-24.9804,80.15,89,75,12.66,light intensity drizzle
561,Hun,LY,29.1268,15.9477,94.62,16,0,7.43,clear sky
562,Vuktyl,RU,63.8567,57.3094,85.73,34,0,9.48,clear sky
563,Puro,PH,12.4841,123.3827,76.6,88,100,6.15,light rain
564,Yueyang,CN,29.3333,113.0919,89.73,53,98,7.05,overcast clouds
565,Pangnirtung,CA,66.1451,-65.7125,42.82,94,100,2.13,light rain
566,Talca,CL,-35.4333,-71.6667,47.75,93,100,6.02,moderate rain
567,Ouallam,NE,14.3188,2.0866,94.69,41,11,11.16,few clouds
568,Yokadouma,CM,3.5167,15.05,81.3,67,76,4.36,light rain
569,Hofn,IS,64.2539,-15.2082,51.82,93,100,4.61,overcast clouds
570,Kitaibaraki,JP,36.7833,140.75,77.14,95,76,2.39,broken clouds
571,Oranjemund,NA,-28.55,16.4333,60.51,69,99,16.84,overcast clouds
572,Olinda,BR,-8.0089,-34.8553,80.33,69,75,9.22,broken clouds
573,Half Moon Bay,US,37.4636,-122.4286,63.86,89,100,5.75,overcast clouds
574,Hervey Bay,AU,-25.2986,152.8535,59.27,59,0,10.83,clear sky
575,Atasu,KZ,48.6814,71.6433,82.29,19,30,10.49,scattered clouds
576,Skowhegan,US,44.7651,-69.7192,81.16,93,68,4.81,broken clouds
577,Morrope,PE,-6.5417,-80.0111,60.91,86,94,10.16,overcast clouds
578,Chulman,RU,56.8479,124.9104,53.56,84,100,1.36,overcast clouds
579,Nome,US,64.5011,-165.4064,48.27,87,100,12.66,light rain
580,Dongsheng,CN,39.8161,109.9776,81.19,46,99,7.11,overcast clouds
581,Srednekolymsk,RU,67.45,153.6833,48.58,56,93,11.68,overcast clouds
582,Zhuhai,CN,22.2769,113.5678,87.58,84,20,12.66,few clouds
583,Vilnius,LT,54.6892,25.2798,68.88,49,75,8.05,broken clouds
584,Rafraf,TN,37.1904,10.1837,93.51,66,0,18.3,clear sky
585,Gorontalo,ID,0.5412,123.0595,75.76,93,100,2.21,heavy intensity rain
586,Passo De Camaragibe,BR,-9.2368,-35.4901,76.55,90,84,8.97,broken clouds
587,Vao,NC,-22.6667,167.4833,73.9,82,54,12.57,broken clouds
588,Mountain Home,US,43.133,-115.6912,53.08,32,0,0.0,clear sky
589,Chkalovskoye,RU,44.8392,133.0436,70.77,96,100,6.67,light rain
590,Bryan,US,30.6744,-96.37,76.82,90,75,0.0,broken clouds
591,Gobabis,NA,-22.45,18.9667,83.35,14,30,11.5,scattered clouds
592,Dauphin,CA,51.1494,-100.0502,51.94,87,0,6.91,clear sky
593,Santa Rosa,PH,14.3122,121.1114,79.09,89,100,6.67,overcast clouds
594,Vostok,RU,46.4856,135.8833,63.73,99,100,2.98,heavy intensity rain
595,Inirida,CO,3.8653,-67.9239,78.17,85,18,2.77,few clouds
596,Osa,RU,57.2829,55.4567,78.33,55,100,1.25,overcast clouds
597,Marsa Matruh,EG,31.3525,27.2453,85.1,62,0,17.67,clear sky
598,Ust-Kut,RU,56.7938,105.7672,55.51,86,100,7.34,light rain
599,Kitimat,CA,54.0524,-128.6534,65.91,48,96,1.99,overcast clouds
600,Gat,IL,31.61,34.7642,95.4,30,0,12.37,clear sky
601,San Vicente,AR,-26.6167,-54.1333,57.13,98,100,1.5,overcast clouds
602,Binga,ZW,-17.6203,27.3414,81.1,27,0,7.72,clear sky
603,Canaries,ES,28.0,-15.5,71.56,65,20,28.77,few clouds
604,Bermejo,AR,-32.8833,-68.8,39.11,93,75,4.61,broken clouds
605,Thessalon,CA,46.2501,-83.5666,66.49,93,100,10.67,heavy intensity rain
606,Cubuk,TR,40.2386,33.0322,83.95,39,40,6.91,scattered clouds
607,Morro Bay,US,35.3658,-120.8499,59.92,92,0,1.99,clear sky
608,Minden,DE,52.2833,8.9167,78.69,39,4,4.61,clear sky
609,Bairnsdale,AU,-37.8333,147.6167,49.05,94,92,2.91,overcast clouds
610,Sambava,MG,-14.2667,50.1667,74.57,66,0,12.8,clear sky
611,Te Anau,NZ,-45.4167,167.7167,34.2,85,75,11.21,broken clouds
612,Yarmouth,US,41.7057,-70.2286,83.97,85,40,18.41,scattered clouds
613,Vila,PT,42.0304,-8.1588,63.48,27,2,5.7,clear sky
614,Puerto Maldonado,PE,-12.6,-69.1833,72.54,97,100,1.59,overcast clouds
615,Severnyy,RU,50.677,36.5532,89.64,25,0,4.47,clear sky
616,Kenai,US,60.5544,-151.2583,51.89,86,0,6.91,clear sky
617,Amberley,US,39.2048,-84.428,76.23,88,16,3.0,few clouds
618,Labuhan,ID,-6.8844,112.2051,78.39,77,2,9.06,clear sky
619,Berezovyy,RU,51.6667,135.7,62.56,99,100,4.74,heavy intensity rain
620,Whitecourt,CA,54.1502,-115.6855,60.04,72,75,5.75,broken clouds
621,Velingara,SN,13.15,-14.1167,83.95,76,100,2.68,moderate rain
622,Kiunga,PG,-6.1219,141.2906,72.91,99,100,2.62,overcast clouds
623,Veraval,IN,20.9,70.3667,83.3,85,96,12.21,overcast clouds
624,Mitla,MX,16.9167,-96.4,62.83,83,100,3.53,overcast clouds
625,Flin Flon,CA,54.7682,-101.865,56.3,64,100,10.2,overcast clouds
626,Avanigadda,IN,16.0215,80.9181,78.35,88,100,6.26,moderate rain
627,Nemuro,JP,43.3236,145.575,64.27,96,98,12.24,overcast clouds
628,Gwadar,PK,25.1216,62.3254,82.4,84,100,12.39,overcast clouds
629,Calvinia,ZA,-31.4707,19.776,55.54,53,0,25.21,clear sky
630,Felanitx,ES,39.4696,3.1483,97.45,45,1,8.43,clear sky
631,Korem,ET,12.5058,39.5228,59.49,77,100,9.4,light rain
632,Tres Arroyos,AR,-38.3739,-60.2798,45.03,68,91,6.71,overcast clouds
633,Loiza,PR,18.4313,-65.8802,84.18,85,100,13.8,overcast clouds
634,Veinticinco De Mayo,AR,-35.4323,-60.1727,46.98,91,99,5.99,overcast clouds
635,Manicore,BR,-5.8092,-61.3003,86.65,54,70,2.42,broken clouds
636,Opuwo,NA,-18.0607,13.84,86.79,10,5,7.67,clear sky
637,Abonnema,NG,4.7084,6.7931,83.66,65,100,9.64,moderate rain
638,Tepalcatepec,MX,19.1833,-102.85,70.72,91,78,1.97,broken clouds
639,Teknaf,BD,20.8624,92.3058,82.09,83,92,15.64,light rain
640,Evensk,RU,61.95,159.2333,51.1,94,100,2.19,overcast clouds
641,Kungurtug,RU,50.5994,97.5228,57.27,42,10,1.92,clear sky
642,Kourou,GF,5.1552,-52.6478,86.05,68,28,5.21,scattered clouds
643,Aquiraz,BR,-3.9014,-38.3911,87.46,64,31,15.37,scattered clouds
644,Tiarei,PF,-17.5333,-149.3333,73.0,76,60,28.16,broken clouds
645,Batagay,RU,67.6333,134.6333,61.11,85,100,0.63,overcast clouds
646,Kushmurun,KZ,52.4503,64.6311,75.65,52,64,9.22,broken clouds
647,Havelian,PK,34.0536,73.1657,87.82,71,79,2.84,broken clouds
648,Fenoarivo,MG,-18.933,47.4354,69.87,37,20,13.8,few clouds
649,Raudeberg,NO,61.9875,5.1352,57.96,66,100,8.43,overcast clouds
650,Tomari,RU,47.7658,142.0683,65.3,88,100,6.35,heavy intensity rain
651,Anloga,GH,5.7947,0.8973,77.68,72,88,15.88,overcast clouds
652,Bertoua,CM,4.5833,13.6833,80.17,68,88,3.0,light rain
653,Moranbah,AU,-22.0016,148.0466,58.37,39,0,6.4,clear sky
654,Launceston,AU,-41.45,147.1667,43.61,87,100,6.91,overcast clouds
655,Canon City,US,38.441,-105.2424,77.5,54,0,16.11,clear sky
656,Zhanaozen,KZ,43.3,52.8,88.57,17,35,7.87,scattered clouds
657,Honiara,SB,-9.4333,159.95,77.5,87,80,4.9,broken clouds
658,Mecca,SA,21.4267,39.8261,95.94,39,33,10.92,scattered clouds
659,Roebourne,AU,-20.7833,117.1333,67.96,39,3,8.41,clear sky
660,Sola,VU,-13.8833,167.55,79.99,79,5,10.98,clear sky
661,Sembe,CG,1.6481,14.5806,85.57,58,72,4.36,broken clouds
662,Bereda,ES,43.2686,-7.5406,84.0,43,26,6.93,scattered clouds
663,Shalakusha,RU,62.2247,40.2539,59.22,89,100,6.55,overcast clouds
664,Greenville,US,35.6127,-77.3663,84.15,79,75,1.99,broken clouds
665,Mount Gambier,AU,-37.8333,140.7667,39.47,86,5,2.93,clear sky
666,Vanderhoof,CA,54.0166,-124.0198,55.8,82,6,2.26,clear sky
667,Kozhva,RU,65.1073,57.0459,83.98,35,2,9.31,clear sky
668,Dharmanagar,IN,24.3667,92.1667,79.92,95,100,4.5,overcast clouds
669,Ilula,TZ,-7.6766,36.0366,70.21,38,41,9.62,scattered clouds
670,Gusau,NG,12.1628,6.6614,89.26,50,98,8.46,overcast clouds
671,Glendive,US,47.1053,-104.7125,56.82,93,100,6.91,overcast clouds
672,Wanning,CN,18.8003,110.3967,80.19,90,100,7.29,overcast clouds
673,Paamiut,GL,61.994,-49.6678,42.48,86,38,12.55,scattered clouds
674,Jalu,LY,29.0331,21.5482,97.25,18,0,14.74,clear sky
675,Inuvik,CA,68.3499,-133.7218,45.61,87,75,5.75,broken clouds
676,Mehamn,NO,71.0357,27.8492,49.95,81,100,21.85,light intensity drizzle rain
677,Libohove,AL,40.0311,20.2631,87.12,30,57,2.98,broken clouds
678,Villanueva,HN,15.3167,-88.0,80.04,90,69,1.12,broken clouds
679,Sasaram,IN,24.951,84.0149,92.19,52,99,5.61,moderate rain
680,Tiznit,MA,29.5833,-9.5,98.04,12,1,13.78,clear sky
681,Alamogordo,US,32.8995,-105.9603,77.95,49,0,4.61,clear sky
